CCCC1CCCCN1
COc2c(O)ccc(C(=O)/C=C/c1cccc(O)c1)c2O
C=C[C@H](/C=C\c1ccc(O)cc1)c2ccc(O)cc2
COC1CC2C(=CC1O)C3CN2Cc4c3cc5c(c4)OCO5
COc2ccc(/C=C\c1cc(O)c(OC)c(OC)c1)cc2O
COc3cc(O)c2c(=O)c(Cc1ccc(O)cc1)coc2c3
COc3ccc(/C=C/2COc1cc(O)cc(O)c1C2=O)cc3
C=C[C@](C)(Cl)[C@@H](Cl)/C=C/C(C)=C\Br
COc3ccc(c2oc1cc(O)cc(O)c1c(=O)c2O)cc3O
O=C2c1c(O)cc(O)cc1OC[C@H]2Cc3ccc(O)cc3
CC(=CCc1c(cc(c(c1O)C(=O)c2ccccc2)O)O)C
O=C2C[C@@H](c1ccccc1O)Oc3cc(O)cc(O)c23
COc3ccc(/C=C\2COc1cc(O)cc(O)c1C2=O)cc3
C=C1CCC(Br)C(C)(C)C12CCC(C)(Cl)C(Br)C2
COc2ccc(/C=C\c1cc(OC)c(OC)c(OC)c1)cc2O
COc2ccc(/C=C\c1cc(O)c(OC)c(OC)c1)cc2OC
COc2ccc(/C=C/c1cc(O)c(OC)c(OC)c1)cc2OC
O=C4CCc1ccc(O)c(c1)Oc2ccc(cc2)C3OC3CO4
Cc1cc(O)c2c(c1)[C@@H](C(C)C)CC[C@@H]2C
O=C1c3c(O/C(=C1/O)c2ccc(O)cc2)cc(O)cc3O
C=C[C@](C)(Cl)[C@H](Cl)/C=C/C(C=O)=C\Cl
COc3ccc(CC2COc1c(OC)c(O)cc(O)c1C2=O)cc3
COc3cc(C)c2c(=O)c1c(O)c(OC)c(O)cc1oc2c3
COc3ccc(CC2(O)COc1cc(O)cc(O)c1C2=O)cc3O
O=C2/C(=C/c1ccc(O)cc1)COc3cc(O)cc(O)c23
COc3cc(O)c2c(=O)c1c(O)cc(C)cc1c(=O)c2c3
[H]n3c1ccccc1c(=O)c2c(OC)c(OC)c(OC)cc23
COCn1c2cc(OC)c(c(c2c(=O)c2c1cccc2)OC)OC
C=C[C@](C)(Cl)[C@H](Cl)/C=C/C(=C)C(Cl)Cl
O=C2C[C@@H](c1ccc(O)cc1)Oc3cc(O)cc(O)c23
C=C[C@@](C)(Cl)[C@@H](Cl)CC(Cl)C(C)(C)Cl
COc3ccc(C=c1oc(=O)cc1c2ccc(O)c(Br)c2)cc3
COc3c(O)cc2oc1c(OC)c(O)cc(O)c1c(=O)c2c3O
COc3ccc(C[C@@H]2COc1cc(O)cc(O)c1C2=O)cc3
COc3ccc(C[C@H]2c1cc(O)c(OC)cc1CCN2C)cc3O
COc3c(O)c(OC)c2oc1cc(O)cc(C)c1c(=O)c2c3O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCc1ccoc1
[H][C@]12C(=C)CCN1CC[C@H]2OC(=O)/C(C)=C\C
C\C3=C\[C@H]1C[C@@H](C)[C@]3(C)CCc2ccoc12
O=C2c1c(O)cc(O)cc1OC[C@]25Cc4cc3OCOc3cc45
COc1cc2c(cc1O)C[C@]24COc3cc(O)cc(O)c3C4=O
C=C1CCC(=O)[C@]2(C)CC[C@@H](C(C)C)C(O)C12
COc3ccc(C[C@]2(O)COc1cc(O)cc(O)c1C2=O)cc3
COc3c(O)cc2OC\C(=C/c1ccc(O)cc1)C(=O)c2c3O
COc2c(O)cc(O)c3C(=O)C(=Cc1ccc(O)cc1)COc23
O=c3cc(c1ccc(O)c(Br)c1)c(=Cc2ccc(O)cc2)o3
O[C@H]5C=C[C@@]34CCN(Cc2cc1OCOc1cc23)C4C5
O=c2c(O)c(c1ccc(O)c(O)c1)oc3cc(O)cc(O)c23
COc3ccc(C[C@@H]2COc1cc(O)cc(O)c1C2=O)cc3O
O=C2c1c(O)cc(O)cc1OC[C@@]2(O)Cc3ccc(O)cc3
COc3c(O)cc2oc(c1ccc(O)cc1)c(OC)c(=O)c2c3O
COc3c(O)c2c(=O)c1c(C)cc(O)cc1oc2c(OC)c3OC
COc3cc(C[C@@H]2COc1cc(O)cc(O)c1C2=O)ccc3O
C=CC(/C=C\c1ccc(O)cc1)c2cc(O)c(OC)c(OC)c2
COc3cc(O)c2C(=O)C(Cc1ccc(OC)c(O)c1)COc2c3
C/C/1=C\CC/C(=C/[C@H]2[C@H](C2(C)C)CC1)/C
COc3cc(O)c2C(=O)[C@H](Cc1ccc(O)cc1)COc2c3
[H][C@@]12[C@H](O)CCN1CCC2COC(=O)/C(C)=C\C
COc3ccc(/C=C/2COc1c(OC)c(O)cc(O)c1C2=O)cc3
C/C(=C/Br)/C=C/[C@H](Cl)[C@](C)(Cl)/C=C\Br
COc3ccc(C[C@]2(O)COc1cc(OC)cc(O)c1C2=O)cc3
COc2cc(O)cc3OC[C@@H](Cc1ccc(O)cc1)C(=O)c23
COc3cc(O)c2C(=O)[C@H](Cc1ccc(O)cc1)COc2c3O
COc2c(O)cc(C)c3c(=O)c1c(O)cc(O)c(OC)c1oc23
C=C(C)C1=CC=C(C)CCC=C(C)CC2C=C(CC1)C(=O)O2
C=C(C)C1=CC=C(C)CCC=C(C)CC2C=C(CC1)C(=O)O2
COc3cc(OC)c2C(=O)[C@H](Cc1ccc(O)cc1)COc2c3
COc3ccc(C[C@@H]2COc1cc(OC)cc(OC)c1C2=O)cc3
COc1cc3c(c(OC)c1OC)c(=O)c2ccccc2n3COC(C)=O
CCCCCCCC/C=C/C[C@H](OC(C)=O)[C@H](C)NC(C)=O
C=CC3CCC4C2CCC1CC(=O)C=C[C@]1(C)C2CC[C@]34C
CCC[C@H](C)C[C@H](C)C[C@H](C)/C=C(C)/C(=O)O
CC(Cl)(/C=C/[C@H](Br)[C@](C)(Cl)/C=C/Br)CBr
CC(Cl)(/C=C/[C@H](Cl)[C@](C)(Cl)/C=C/Cl)CBr
CC(Cl)(/C=C/[C@H](Br)[C@](C)(Cl)/C=C/Cl)CBr
COc3cc2OC[C@@H](Cc1ccc(O)cc1)C(=O)c2c(O)c3O
O=c2c(N/C=C/c1ccc(O)cc1)cc4=NCCc3c[nH]c2c34
COc3c(O)cc2OC[C@@H](Cc1ccc(O)cc1)C(=O)c2c3O
C=C[C@](C)(Cl)[C@H](Cl)/C=C/C(=C\Cl)C(Cl)Cl
C/C(=C/Br)/C=C/[C@H](Cl)[C@@](C)(Cl)/C=C\Br
C=C[C@](C)(Cl)[C@H](Cl)/C=C/C(=C/Cl)C(Cl)Cl
O=C2C[C@@H](c1ccc(O)c(O)c1)Oc3cc(O)cc(O)c23
COc3cc(O)c2C(=O)[C@H](Cc1ccc(O)cc1)COc2c3OC
COc2c(O)cc(O)c3C(=O)/C(=C/c1ccc(O)cc1)COc23
COc3ccc(CC2(O)COc1cc(OC)c(O)c(O)c1C2=O)cc3O
O=C2c1c(cccc1)N(c3c2c(OC\C=C(/C)C)cc(O)c3)C
C[C@]12CCCC([C@@H]1CC=C([C@@H]2C=O)C=O)(C)C
COc2ccc(C[C@@H](O)c1cc(OC)c(OC)c(OC)c1)cc2O
COc1cc2c(c(c1OC)O)c(=O)c1c(n2COC(=O)C)cccc1
Oc1cc(cc(O)c1O)[C@H]3Oc2cc(O)cc(O)c2C[C@H]3O
C=CCCCCCC/C=C/C[C@H](OC(C)=O)[C@H](C)NC(C)=O
O=C1\C(=C)CCC[C@@]2([C@H]1[C@@H](CC2)C(C)C)C
COc2c(O)cc(O)c3C(=O)[C@H](Cc1ccc(O)cc1)COc23
[H][C@]13CC=CC(=O)[C@]1(C)C=c2oc(=O)c(C)c2C3
COc3c(O)cc2OC[C@@H](Cc1ccc(O)cc1)C(=O)c2c3OC
COc3cc(O)c2C(=O)C(O)(Cc1ccc(O)c(OC)c1)COc2c3
COc2c(O)c(O)c(O)c3C(=O)C(=Cc1ccc(O)cc1)COc23
COc3ccc(CC2(O)COc1c(OC)c(OC)cc(O)c1C2=O)cc3O
c1cc(ccc1[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O)O
Cn3cc4CCN=c5c2c(c1ccc(O)cc1)c[nH]c2c(=O)c3c45
CCC[C@H](C)C[C@H](C)C[C@H](C)C1OC(=O)C(C)=C1C
O[C@]2(CC[C@H]([C@H]1[C@H]2CC/C(=C)C1)C(C)C)C
O=c3cc(c1ccc(O)c(Br)c1)c(=Cc2ccc(O)c(Br)c2)o3
COc3c(O)cc2oc1c(OC)c(OC)c(OC)c(O)c1c(=O)c2c3O
COc3ccc(CC2(O)COc1c(OC)c(OC)cc(O)c1C2=O)cc3OC
COc3cc(O)c2C(=O)C(O)(Cc1ccc(OC)c(OC)c1)COc2c3
COc3ccc(C[C@@H]2COc1cc(O)c(OC)c(O)c1C2=O)cc3O
COc3cc(C[C@@H]2COc1cc(OC)c(O)c(O)c1C2=O)ccc3O
C[C@]12CCCC([C@@H]1CC=C([C@@]2(C=O)O)C=O)(C)C
C[C@@H]1C(=O)OC2C=C(CO)CCC=C(C=O)C[C@H](O)C12
C/C(=C\Cc1cc(O)c(C)cc1O)CC/C=C(C)/CC(O)CC(C)C
[H][C@]12[C@H](O)CCN1CC[C@@H]2COC(=O)/C(C)=C\C
[H][C@]12[C@@H](CO)CCN1CC[C@H]2OC(=O)/C(C)=C\C
[H][C@]12C(=C)CCN1(=O)CC[C@@H]2OC(=O)/C(C)=C\C
O[C@H]1C(=C)\CCC[C@]2(CC[C@H]([C@@H]12)C(C)C)C
CC12CCC=CC1=CCC4C2CCC5(C)C(c3ccc(=O)oc3)CCC45O
COc2cc(O)c1C(=O)[C@]4(COc1c2)Cc3cc(O)c(OC)cc34
Oc3cc(O)c2C[C@H](O)[C@@H](c1ccc(O)c(O)c1)Oc2c3
O=C1N3[C@H](C(=O)N[C@H]1Cc2ccccc2)C[C@@H](O)C3
C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CC=C(C=C3)O
COc3cc(C[C@@H]2COc1cc(OC)c(O)c(OC)c1C2=O)ccc3O
C/C(=C\Cc1cc(O)c(C)cc1O)CC/C=C(C)/CC(=O)CC(C)C
C/C(=C\Cc1cc(O)c(C)cc1O)CCC/C(C)=C\C(=O)CC(C)C
C/C(=C\CCC2(C)C=Cc1cc(O)c(C)cc1O2)CC(=O)CC(C)C
CC(=CCCc1ccoc1)CCC=C(C)CCCC(C)C=c2cc(C)c(=O)o2
C=C1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C(C1C)C)(C)O
c1cc(c(cc1[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)O)O)O
[H][C@@]12[C@@H](CO)CCN1CC[C@H]2OC(=O)/C(C)=C\C
O=c4c2[nH]cc1CCN=c(c12)c5c(c3ccc(O)cc3)c[nH]c45
C[C@](Cl)(/C=C\Br)[C@H](Cl)/C=C/C(=C/Cl)C(Cl)Cl
[H][C@@]35Cc1ccc(OC)c(O)c1c4c2OCOc2cc(CCN3C)c45
CC(=CCCc1ccoc1)CCC=C(C)CCCC(C)C=c2cc(CO)c(=O)o2
O=c3c2NCCC1(C=CC(O)C=C1)c2c5=[NH+]CCc4c[nH]c3c45
O=C6C=CC15CC(Nc2c1c4=NCCc3c[nH]c(c2=O)c34)SC5=C6
C=C(C)C(C)CCC1(C)C(Cl)C(O)CC3(C)C1CC=C2COC(O)C23
C[C@]1(/C=C/Cl)C[C@](Cl)(CBr)[C@@H](Cl)C[C@H]1Cl
C[C@](Cl)(/C=C\Br)[C@@H](Cl)/C=C/C(=C/Cl)C(Cl)Cl
[H][C@]12C[C@@H](O)C=C[C@@]15CCN2Cc4cc3OCOc3cc45
[H][C@]12C[C@@H](OC)C=C[C@]15CCN2Cc4cc3OCOc3cc45
[H][C@@]35Cc1cc(OC)c(OC)cc1c4c2OCOc2cc(CCN3C)c45
CC(C)/C=C/[C@H]([C@H]1[C@H]([C@H](C(=O)O1)OC)O)O
[H][C@]12CC=C(CO)[C@@]1([H])[C@H](O)OC=C2C(=O)OC
CN1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O
C[C@H]1CC[C@]2([C@H](C1=C)CC=C3[C@@]2(COC3=O)O)C
C/C(=C\Cc1cc(=O)c(C)cc1=O)CC/C=C(C)/CC(=O)CC(C)C
CCCC2C=CC(CCCC1(O[CH3])C=CC(CC(=O)O[CH3])OO1)OO2
C/C(=C\Cc1cc(=O)c(C)cc1=O)CCC/C(C)=C\C(=O)CC(C)C
C[C@@]1(C=CCl)C[C@@](Br)(CBr)[C@H](Cl)C[C@@H]1Cl
Oc1ccc5cc1Oc2ccc(cc2)CCc3cccc(O)c3Oc4cccc(c4)CC5
C=C(C)C(C)CCC1(C)C(Cl)C(O)CC3(C)C1CC=C2COC(=O)C23
C[C@@](Cl)(/C=C\Br)[C@@H](Cl)/C=C/C(=C/Cl)C(Cl)Cl
[H][C@@]12CC(OC)=CC[C@]13CC[N@]2Cc5c3cc4OCOc4c5OC
[H][C@@]24CC1(C=CC(=O)C=C1)c3c(O)c(OC)cc(CCN2)c34
CC1=CCC=C(C)C[C@H]2C=C(CC[C@H](C(C)C)C=C1)C(=O)O2
CC(C1(O)CC(C)C(C)(O)C(=O)OCC2=CCN3C2C(OC1=O)CC3)O
CC=C1CC(=C)C(C)(O)C(=O)OCC2=CCN3(=O)C2C(OC1=O)CC3
C=C(C)C(C)CCC2(C)C(Cl)C(O)CC1(C)C(C=O)C(C=O)=CCC12
CC(C)[C@H]2CC[C@H](C)C13C(=O)\C=C(\C)[C@H]1[C@H]23
[H][C@]13CC=CC(=O)[C@]1(C)C[C@]2(O)OC(=O)C(C)=C2C3
[H][C@@]24Cc1cc(O)c(OC)cc1c3c(OC)c(OC)cc(CCN2C)c34
[H][C@@]24CC1(C=CC(=O)C=C1)c3c(O)c(OC)cc(CCN2C)c34
[H][C@]24CC1(C=CC(=O)C=C1)c3c(OC)c(OC)cc(CCN2C)c34
COC4=C[C@]23CCN(C)[C@H](Cc1ccc(OC)c(O)c12)C3=CC4=O
COc3c(O)c(C/C=C(C)\C)c2O[C@H](c1ccccc1)CC(=O)c2c3O
[H][C@@]23CC=C1COC(=O)[C@]1([H])[C@@]2(C)CCCC3(C)C
CC1C(=O)OC2(C)C1C(=O)OC3CCN4CC=C(COC(=O)C2(C)O)C34
CC(C1(O)CC(C)C(C)(O)C(=O)OCC2=CCN3C2C(OC1=O)CC3)Cl
Oc1ccc4c(c1)CCc2ccc(cc2)Oc3cc(ccc3O)CCc5ccc4c(O)c5
O=C1OC2CCN3(=O)C2C(=CC3)COC(=O)C(C(CC21OC2C)C)(C)O
O=C1OC2CCN3(=O)C2C(=CC3)COC(=O)C(C(C(C1=C)C)C)(C)O
[H][C@@]12[C@H](O)CCN1(=O)CC[C@@H]2COC(=O)/C(C)=C\C
Cn3cc4CC[N+](O)=c5c2c(c1ccc(O)cc1)c[nH]c2c(=O)c3c45
C=C[C@H]3CCC4C2CC=C1C[C@@H](O)CC[C@]1(C)C2CC[C@]34C
O=C2C[C@H]3[C@@H]([C@@H]1C(\CC[C@@H]1C)=C2\C)C3(C)C
O=C5CC[C@@]1(C=CNc2c1c4=NCCc3c[nH]c(c2=O)c34)C=C5Br
CC2=CC=C(C(C)C)[C@@H](O)C[C@]1(C)O[C@H]1CCC(C)=CCC2
CC(C)c3c(O)c(O)cc2C(=O)C(O)=C1C(C)(C)CCC[C@]1(C)c23
C=CC(C)(C)c2[nH]c1ccccc1c2/C=C/3NC(=O)[C@H](C)NC3=O
Oc1ccc5cc1Oc2ccc(cc2)CCc3ccc(O)c(O)c3Oc4cccc(c4)CC5
O=c3c2NCCC1(C=C(Br)C(O)C(Br)=C1)c2c5=NCCc4c[nH]c3c45
C=C(C)C(Br)CC(Br)/C(C)=C/C=N/OCc1c(F)c(F)c(F)c(F)c1F
C/C(=C\CC(Br)/C(C)=C/C=N/OCc1c(F)c(F)c(F)c(F)c1F)CCl
COC1=C(C=C(C=C1)/C=C\2/C(=CC(=O)O2)C3=CC=C(C=C3)O)Br
[H][C@]13CC=CC(=O)[C@]1(C)C[C@]2([H])OC(=O)C(C)=C2C3
[H][C@@]12C[C@@H](OC)C=C[C@]15CC[N@]2Cc4cc3OCOc3cc45
COc2c(O)c(C/C=C(C)\C)c(O)c3C(=O)C[C@H](c1ccccc1)Oc23
CO[C@@H]1CC=C(C)C[C@H]2C=C(CCC(C(C)C)=CC=C1C)C(=O)O2
C[C@]12CCCC([C@@H]1[C@H](C=C([C@@]2(C=O)O)C=O)O)(C)C
[H][C@@]12C=C(CO)CCC=C(C=O)CC[C@@]1([H])C(=C)C(=O)O2
CC(=O)Oc1cc(C)c(O)cc1C/C=C(C)/CCC/C(C)=C\C(=O)CC(C)C
OC1C(=CC2(C=C1Br)CCNC1=C2C2=NCCc3c2c(C1=O)[nH]c3Br)Br
O=c3c2NC=CC1(C=C(Br)C(O)C(Br)=C1)c2c5=NCCc4c[nH]c3c45
O=c4c2[nH]cc1CC[N+](O)=c(c12)c5c(c3ccc(O)cc3)c[nH]c45
C=C(C)C(C)CCC3(C)C(Cl)C(O)CC2(C)C1=C(COC1=O)C(=O)CC23
C/C(=C\C=C(Cl)\C(C)=C\C=N\OCc1c(F)c(F)c(F)c(F)c1F)CCl
[H][C@]14C[C@@H](O)C=C[C@]15c3cc2OCOc2cc3CN4C[C@@H]5O
[H][C@@]12CC(OC)=CC(=O)[C@]13CC[N@]2Cc5c3cc4OCOc4c5OC
CC1=CCC[C@](C)(O)C=C[C@@H](C(C)C)CCC2=C[C@H](C1)OC2=O
O=c2cc4NCCc3cn(C1O[C@H](CO)[C@@H](O)[C@H]1O)c(c2=O)c34
Nc2cc4=NCCc3cn(C1O[C@H](CO)[C@@H](O)[C@H]1O)c(c2=O)c34
[H][C@@]12CC=C(C=O)[C@](O)(C=O)[C@@]1(C)CC[C@H](C)C2=C
[H][C@]14C[C@@H](OC)C=C[C@]15c3cc2OCOc2cc3CN4C[C@@H]5O
[H][C@]12C[C@H](OC)C=C[C@@]14CCN2C(O)c3cc(OC)c(OC)cc34
CC(C)=CCc4c(O)cc3occ(c2cc1C=CC(C)(C)Oc1cc2O)c(=O)c3c4O
[H][C@]12CC=C(COC(C)=O)[C@@]1([H])[C@H](O)OC=C2C(=O)OC
CCC/C=C/C=C/CCC[C@@]1(O[CH3])C=C[C@H](CC(=O)O[CH3])OO1
[H]OC1(C)C(=O)OCC2=CCN3CCC(OC(=O)C(C(C)(C)O)C1(C)O)C23
CN1CCC2OC(=O)C(O)(CC(C(C(=O)OCC(=CC1)C2=O)(C)O)C)C(O)C
O=C1C(Br)=CC2(C=C1Br)CCNc3c2c5=NCCc4c(Br)[nH]c(c3=O)c45
[H][C@]15C[C@H](OC)C=C[C@]14c3cc2OCOc2cc3CO[C@]4(O)CN5C
[H][C@@]12C[C@@H](O)C=C[C@]15CC[N@]2Cc4c(OC)c3OCOc3cc45
[H][C@@]12CC=C[C@@H](O)[C@]15CC[N@]2Cc4c(OC)c3OCOc3cc45
CO[C@@]1(C)C=C[C@@H](C(C)C)CCC2=C[C@H](CC(C)=CCC1)OC2=O
[H][C@@]23CC(=O)c1cc(O)c(O)c(C(C)C)c1[C@@]2(C)CCCC3(C)C
CC1=CCC[C@](C)(O)C=C[C@@](O)(C(C)C)CCC2=C[C@H](C1)OC2=O
CN1CCC2OC(=O)C(O)(CC(C(C(=O)OCC(=CC1)C2=O)(C)O)C)C(Cl)C
O=c4c2NCCC13C=C(Br)C(O)C(C1)[N+]6=c(c23)c5c(c[nH]c45)CC6
COC(=O)Cc1cc(O)c(C/C=C(C)/CC/C=C(C)/CC(=O)/C=C(C)\C)cc1O
C/C(=C\C=N\OCc1c(F)c(F)c(F)c(F)c1F)/C=C/C(Cl)C(C)(Cl)CBr
O=C(O)c2c1C(=O)NCCc1cn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
CC5(C)C=Cc4cc(c3coc2cc1OC(C)(C)C=Cc1c(O)c2c3=O)c(O)cc4O5
CC(C)(O)CCc4c(O)cc3occ(c2cc1C=CC(C)(C)Oc1cc2O)c(=O)c3c4O
Cc4cc(O)c3c(=O)c(c1c(C)cc(O)c2c(=O)ccc(=O)c12)cc(=O)c3c4
[H][C@]12C(=C)CC[C@@H](O)[C@]1(C)CC[C@@H](C(C)C)[C@@H]2O
CC1=CCC[C@@](C)(O)C=C[C@@](O)(C(C)C)CCC2=C[C@H](C1)OC2=O
CO[C@H]1C[C@H]2[C@]3(C=C1)c4cc5c(cc4C[N@]2C[C@@H]3O)OCO5
[H][C@]12[C@@H](COC(=O)\C(=C/C)CO)CCN1CCC2OC(=O)\C(C)=C/C
O=c3c2NC=CC1(C=C(Br)C(O)C(Br)=C1)c2c5=NCCc4c(Br)[nH]c3c45
O=c4c2NCCC13C=CC(O)C(O)(C1Br)[N+]6=c(c23)c5c(c[nH]c45)CC6
C=C(C)C(O)Cc4c(O)cc3occ(c2cc1C=CC(C)(C)Oc1cc2O)c(=O)c3c4O
