[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[C@]22C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])C1(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
[H]C1=C([H])C([H])([H])SS1
[H]OC(=O)C(=C([H])[H])C([H])([H])[H]
[H]C(=O)c1c([H])c([H])c([H])c([H])c1[H]
[H]OC([H])([H])c1oc(C([H])=O)c([H])c1[H]
[H]C([H])=C([H])C([H])([H])SSC([H])([H])[H]
[H]OC(=O)c1c([H])c([H])c([O-][H])c([H])c1[H]
[H]C([H])=C([H])C([H])([H])SSSC([H])([H])[H]
[H]OC(=O)c1c([H])c([H])c([H])c([H])c1[O-][H]
[H]c1c([H])c([H])c2c([H])c([H])c(=O)oc2c1[H]
[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
[H]C([H])=C([H])C([H])([H])SSSSC([H])([H])[H]
[H]OC(=O)c1c([H])c([H])c([O-][H])c([O-][H])c1[H]
[H][O-]c1c([H])c([H])c2c([H])c([H])c(=O)oc2c1[H]
[H]c1oc2c([H])c([H])c3c([H])c([H])c(=O)oc3c2c1[H]
[H]c1oc2c([H])c3oc(=O)c([H])c([H])c3c([H])c2c1[H]
[H]C([H])=C([H])[C@]1([H])SSC([H])=C([H])C1([H])[H]
[H]C([H])=C([H])[C@]1([H])SSC([H])([H])C([H])=C1[H]
[H]OC(=O)c1c([H])c([O-][H])c([O-][H])c([O-][H])c1[H]
[H]C([H])=C([H])C([H])([H])SC([H])([H])C([H])=C([H])[H]
[H]c1c([H])n(c(=O)c(C#N)c1OC([H])([H])[H])C([H])([H])[H]
[H]OC(=O)c1c([H])c([H])c([O-][H])c(OC([H])([H])[H])c1[H]
[H]C([H])=C([H])C([H])([H])SSC([H])([H])C([H])=C([H])[H]
[H]C([H])=C([H])C([H])([H])SSSC([H])([H])C([H])=C([H])[H]
[H]C([H])=C([H])C([H])([H])SSSSC([H])([H])C([H])=C([H])[H]
[H]OC([H])([H])SC([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
[H]OC([H])([H])C(=C([H])[H])[C@]([H])(O[H])C([H])([H])O[H]
[H]c1oc2c(OC([H])([H])[H])c3oc(=O)c([H])c([H])c3c(Cl)c2c1[H]
[H][O-]c1c([H])c2c([H])c([H])c(=O)oc2c([H])c1OC([H])([H])[H]
[H]C(=O)C(\\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H]
[H][O-]c1c([H])c2oc(=O)c([H])c([H])c2c([H])c1OC([H])([H])[H]
[H]OC(=O)C(\\[H])=C(/[H])c1c([H])c([H])c([O-][H])c([H])c1[H]
[H]C(=O)C(\\[H])=C(/[H])c1c([H])c([H])c2OC([H])([H])Oc2c1[H]
[H]c1oc2c(OC([H])([H])[H])c3oc(=O)c([H])c([H])c3c([H])c2c1[H]
[H]C(=O)c1c([H])c2c([H])c([H])c(=O)oc2c([H])c1OC([H])([H])[H]
[H]c1oc2c([H])c([H])c3c([H])c(OC([H])([H])[H])c(=O)oc3c2c1[H]
[H]c1oc2c(OC([H])([H])[H])c([H])c3c([H])c([H])c(=O)oc3c2c1[H]
[H]c1c([H])c([H])c2c(OC([H])([H])[H])c([H])c(=O)n([H])c2c1[H]
[H]c1oc2c([H])c3oc(=O)c([H])c([H])c3c(OC([H])([H])[H])c2c1[H]
[H]OC(=O)c1c([H])c2c([H])c([H])c(=O)oc2c([H])c1OC([H])([H])[H]
[H]c1oc2nc3c([H])c([H])c([H])c([H])c3c(OC([H])([H])[H])c2c1[H]
[H]OC(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
[H]C([H])=C([H])C([H])([H])c1c([H])c([H])c2OC([H])([H])Oc2c1[H]
[H]OC(=O)C(\\[H])=C(/[H])c1c([H])c([H])c([O-][H])c([O-][H])c1[H]
[H][O-]c1c([H])c([H])c2oc3c([H])c([H])c([H])c([H])c3c(=O)c2c1[H]
[H][O-]c1c(OC([H])([H])[H])c([H])c2c([H])c([H])c(=O)oc2c1[O-][H]
