NCCCCN
NCCNc1ncnc2[nH]cnc12
COc1coc(cc1=O)C(O)=O
CCOC(=O)N1CC=CC(O)C1
CC1C(CCC1=O)c1ccccc1
Cl.CN1CCCC1c1cccnc1N
CC(C)CCC(CCN)c1ccco1
Cl.C1CCC(NC1)c1cccnc1
Cl.CN1CCCCC1c1cccnc1N
O=c1n2CCCc2nc2ccccc12
Cl.COCc1c(C)cnc(C)c1O
CC1(C)CC(=O)NC1(C)C#N
Cl.COc1cc2CCNCc2cc1OC
Cc1cc(O)c2cc(N)ccc2n1
CCCc1nc2ccccc2c(=O)o1
CC(C)CCCC(C)CCCC(C)=O
OC(=O)[C@H]1CSC(=O)N1
CC1C=CC2c3ccccc3OC12C
CC1=CC2C(CC1CO)C2(C)C
NC(c1ccccc1)P(O)(O)=O
CC1(C)CC2(CCO1)CNCCN2
CN(C)[C@@H]1CCCCNC1=O
CC1CC(=O)NC2CC1C2(C)C
CC(=O)CC1CCCCCCCCCCC1
CC1CCCCCCCCCCCCCOC1=O
OCC(O)COC(=O)c1ccccc1
CCC(O)c1ccc(O)c(OC)c1
O=C1CCc2c1ccc1OCCOc21
CCCCC1CC(OC1=O)C(O)=O
O=C1CCCCCCCCCOCCCCCO1
O=C1CCCCCCCC(=O)OCCO1
O=C1CCC2CCCC[C@@H]2O1
O=c1cccc(o1)-c1cccnc1
Cc1cnc2c(O)nc(N)nc2n1
Cl.Cc1ncc(CO)c(CO)c1O
O=C1CCCCCCCCCCOCCCCO1
COc1cc(\\C=C\\C)ccc1O
C\\C=C\\C=C\\CCCCCCCO
Cc1cc(C)c2cccc2c(C)c1
C=CCNc1ncnc2[nH]cnc12
O=c1n2CCOc2nc2ccccc12
CNc1nc2c(N)ncnc2[nH]1
Cl.N[C@@H]1CSC[C@H]1O
CC(O)C1NC(=S)N(C)C1=O
O=c1cccccc1NCc1ccccc1
O=c1n2CCNc2nc2ccccc12
CC(CCC(O)C(C)(C)O)C=C
CCCCC1(O)CCOC(C)(C)C1
Oc1ccc(cc1)-c1ncccc1O
COc1ccc(C=O)c2OCCOc12
O=c1n2CCSc2nc2ccccc12
COc1ccc(CCCC(O)=O)cc1
COc1cc(CCC(C)=O)ccc1O
O=C1CCc2cc3OCCOc3cc12
O=c1[nH]cnc2[nH]nnc12
CCCCCC1CC(=O)NC(=O)N1
C[C@H](NC(N)=O)C(O)=O
Cl.CNCC(O)c1cccc(O)c1
NC(=O)NCC(=O)NCC(O)=O
COc1ccc2COC(=O)c2c1OC
COC1OC(CO)C(O)C(O)C1O
COCCn1c(CO)nc2ccccc12
N#CCCN1CCCCC1c1cccnc1
Cc1nc2ccccc2cc1C(N)=O
OC(=O)C(=O)c1c[nH]cn1
OC1N2CCCC2=Nc2ccccc12
Oc1cc2OCC(=O)c2c(O)c1
O=c1[nH]c2CCCc2cc1C#N
OC(=O)c1sccc1Sc1ccsc1
Cc1cc2OCCn2c(=O)c1C#N
O=Cc1sccc1Sc1ccsc1C=O
CN1Cc2ccccc2CC1C(O)=O
COc1ccc(\\C=C\\C)cc1O
COc1ccc2cc3CCOc3nc2c1
OC(=O)C1=Cc2ccccc2OC1
Cl.CN1CCC=C(C1)C(O)=O
Cn1c2ccccc2cc(CO)c1=O
CC(=O)c1cccc(c1)N=C=S
CCOC(=O)c1ccccc1N=C=S
C[C@@H](CCO)CCC=C(C)C
COCCNc1ncnc2[nH]cnc12
CC1(C)OC(=O)CC1C(O)=O
OC(=O)c1ccc(=O)[nH]c1
OC(=O)c1cnc2ccccc2c1O
OCCCNc1ncnc2[nH]cnc12
Cn1c(cc2occc12)C(O)=O
Oc1coc(CN2CCCC2)cc1=O
CNCC(O)COc1ccc(OC)cc1
OC(=O)c1cc2occc2[nH]1
COc1ccc(O)c(c1)C(C)=O
Cl.COC(=O)[C@@H](N)CO
CC(=O)CCC1C(=O)CCC1=O
CC(=O)Nc1ccccc1C(O)=O
Cl.C=CCc1cccc2CCCNc12
OC(=O)CCc1ccc2OCCc2c1
NC(Cc1c[nH]cn1)C(O)=O
CC(C)Cc1ccc(C=O)[nH]1
COC(=O)C(=O)C1CCCC1=O
OC(=O)CCn1ccc2cccnc12
OCCCNC(=O)CCCCC1CCSS1
C=CCNC(=O)CCCCC1CCSS1
OC(=O)C1CCCN1c1ncccn1
CC(=O)c1ccc(O)c(O)c1O
COCCNC(=O)CCCCC1CCSS1
Nc1ccc2N=C3CCCN3Cc2c1
OC(=O)c1cnc2ccncc2c1O
COc1cccc2c1n(C)ccc2=O
O=C1C=CC(=O)c2ccccc12
CN(C)c1ncnc2[nH]cnc12
OC(=O)C(=C)OP(O)(O)=O
OC1CCN2Cc3ccccc3N=C12
CC(CCC=C(C)C)NCCCN(C)C
CCCCCCCCC1OC1CCCCC(C)C
CCCCNCc1ccc(OC)c(OC)c1
CCCCc1c(C)nc2ccccc2c1O
Nc1nc(CCO)nc2[nH]cnc12
OC(=O)CNC1=NCc2ccccc12
COC1=CC(=O)C=C(CO)C1=O
O=C1CCCCCCCCCCCCCCCCO1
Cc1cc(=O)oc2cc(N)ccc12
Nc1nc(=O)[nH]cc1C(O)=O
CCCCCCc1ccc(nc1)C(O)=O
C[C@H](NC(=O)CN)C(O)=O
Cc1nc2ccccc2c(N)c1CC=C
O=C1CC(C2CCCO2)C(=O)O1
Cc1cc(=O)oc(C)c1C(O)=O
CC(=O)c1c(O)cc(C)oc1=O
Cl.Cc1ccn2CC(O)CN=c2c1
COc1ccc(\\C=C\\C)cc1OC
COc1ccc2nc(C)cc(N)c2c1
OCCCCNc1ncnc2[nH]cnc12
Cc1[nH]c2ccc(CN)cc2c1C
Brc1ccc2N=C3CCCN3Cc2c1
Cn1cc(C=O)c2ccccc2c1=O
O=C1c2ncccc2-c2cccnc12
CCC1(C)CC2(CCCNC2)CCO1
O=C1CSC2N1CCCC21CCCCC1
Nc1cnn(C2CCCO2)c(=O)n1
O=c1n2CCCCc2nc2ccccc12
NCC(O)COc1cccc2OCCOc12
Cc1nc2ccccc2c(=O)[nH]1
OC(=O)c1cccc2cc[nH]c12
CC1(C)OC(=O)CC1CC(O)=O
Br.N[C@@H]1CSC[C@@H]1O
O=CNCCc1c[nH]c2ccccc12
Oc1ccc2c(O)cc(=O)oc2c1
CC1=CC(=O)OC1Cc1ccncc1
Nc1nc2nccnc2c(=O)[nH]1
CC1CCC[C@@H](N1)C(O)=O
CC(CC(O)=O)c1ccc(O)cc1
COc1ccc2nc(N)nc(C)c2c1
CC1CC[C@](C)(CO)C(C)C1
Cc1ccc(N)c2oc(=O)ccc12
COc1cc2CCN=C(C)c2cc1OC
O=C1CCNc2c1cnc1ccccc21
COc1cc(\\C=C\\CO)ccc1O
COc1cc2COC(=O)Cc2cc1OC
CC1=CC(=O)CC(C)(C)C1=O
CC(C)CC1NC(=S)N(C)C1=O
Nc1nc(N)c2nc(CO)cnc2n1
O=c1n2CCCNc2nc2ccccc12
OC(=O)Cn1c2ccccc2oc1=O
CC(N)C(=O)NC(CO)C(O)=O
CC(CCC=C(C)C)NCc1ccco1
O=C1CCCc2cc3OCCOc3cc12
Cl.Cc1ncc(CO)c(C=O)c1O
CC(C)=CCC\\C(C)=C\\C=O
Oc1cc(=O)[nH]c2ccccc12
Cc1cc(=O)oc2ccc(O)cc12
CN(C)C(=O)Oc1cccccc1=O
OCc1c[nH]c(=O)[nH]c1=O
CC(C)CC(NC(N)=O)C(O)=O
Cl.NCCc1c[nH]c2ccccc12
O=c1c2ccccc2oc2ccccc12
COc1ccccc1Nc1cccccc1=O
OC(=O)COc1ccc2OCCOc2c1
CC1(C)C2CCC1(C)C(=C)C2
NC(=O)Cn1c2ccccc2oc1=O
Cc1cc(=O)[nH]c(O)c1C#N
O=Cc1cc2ccccc2[nH]c1=O
CC(C)Oc1ccc(cc1)C(O)=O
CC1Cc2cc(ccc2O1)C(C)=O
CC(C)C(CC(O)=N)c1ccco1
CC(C)CNCC1CCOC(C)(C)C1
NCCc1c[nH]c2ccc(O)cc12
Cc1nc2nc(N)nc(N)c2nc1C
NC(C(O)c1ccccc1)C(O)=O
OC(=O)c1c[nH]c2ccccc12
COC(=O)CCCCCCCCC(O)CNO
COc1ccccc1OC[C@H](O)CO
CCC(=O)c1ccc(O)c(OC)c1
Cn1c2ccccc2cc(C=O)c1=O
C\\C(CC(O)=O)=C/C(O)=O
NC(=O)c1c[nH]c2ccccc12
OC(=O)c1cc2ccccc2[nH]1
Cl.Cl.C1Cc2[nH]cnc2CN1
CN1CCn2c1nc1ccccc1c2=O
OC(=O)\\C=C\\c1ccccc1O
CC12NCCC1(C)c1ccccc1N2
CN1CC(=O)Nc2ccccc2C1=O
C1Cc2[nH]c3ccccc3c2CN1
CC(=O)c1c(O)oc(C)cc1=O
CSCCC(Nc1ncccn1)C(O)=O
OC(=O)CCc1cccc2ccccc12
NC(=O)C1Cc2[nH]cnc2CN1
COc1cccc(CCC(O)=O)c1OC
CCCCCCCCCCCCCCCCC(O)=O
CC(C)Cn1ccc2c(N)cccc12
CC1=CC(=O)c2ccccc2C1=O
OC(=O)CCc1ccc(O)c(O)c1
O[C@H](C(O)=O)c1ccccc1
Cl.CCOC(=O)[C@@H](N)CS
CC(=O)CCC1C(=O)CCCC1=O
Br.CNC(=O)C1=CCCN(C)C1
COC(Cc1ccccc1OC)C(O)=O
CC(C)Oc1ccc(cn1)C(O)=O
CCCC1(CCN)CCOC(C)(C)C1
Oc1coc(CN2CCCCC2)cc1=O
CCC(=O)Nc1ccccc1C(O)=O
CCCOc1ccc2ccc(=O)oc2c1
CC(C)CCNc1ncnc2ccccc12
OC(=O)[C@@H]1CCC(=O)N1
NC(CCCP(O)(O)=O)C(O)=O
Cl.COc1cc2CCN=Cc2cc1OC
CCCCC1(C)NCCN2C1SCC2=O
Cl.CC1CC(=O)C2CCCCC2N1
Cl.OC(=O)C1Cc2ccccc2CN1
O.Nc1ncnc2[nH]c(CO)nc12
Cl.O[C@H]1CN=c2ccccn2C1
CNC(C)Cc1c[nH]c2ccccc12
CC(=O)Cc1cc2ccccc2oc1=O
CN(C)CCCNC1CCCCCCCCCCC1
CCc1c(C)nc2c(C)cccc2c1O
OCC(=O)c1c[nH]c2ccccc12
Cl.NC(CCC(O)=O)c1ccccc1
Cn1c2ccccc2c(O)c(O)c1=O
CC(CCC=C(C)C)CCN1CCCCC1
CCCCCCCCNC(C)(C)\\C=N/O
CC(C)CC1OC(C)CCC1C(C)=C
OCN1C(=O)C(=O)c2ccccc12
Cc1ccn(C)c2nc3ccccc3c12
C=CCOc1ccc2ccc(=O)oc2c1
Cl.COc1cc2C(C)NCCc2cc1O
OC(=O)CCNc1ccccc1C(O)=O
Cl.NCCC1C(=O)Nc2ccccc12
CCCCCC1C(O)CCC1CC(=O)OC
On1ccc2c[n+]([O-])ccc12
CC1C2CC(CC(=O)N2)C1(C)C
CN1CCc2[nH]c3ccccc3c2C1
CCCCCCCc1ccc(nc1)C(O)=O
CC1Cc2c(S1)c1ccccc1nc2C
COc1ccc(cc1)C(N)CC(O)=O
OC(=O)CCCCCCCCCCC1CCCO1
COc1cccc2cc(oc12)C(O)=O
CC1CC(C)=CC(C)C11COCOC1
CC(=O)C1C(=O)C=C(C)C1=O
ClC1CCn2c1nc1ccccc1c2=O
C[C@H]1CCCCCCCCCCCOC1=O
CC1CCCC(C)(CCCC(C)=C)O1
O=C1CSC2N1CCCNC21CCCCC1
CC1(C)CCc2cc(C=O)ccc2O1
O=c1n2CCCCNc2nc2ccccc12
O.C1Oc2cc3cc[nH]c3cc2O1
C1CCc2[nH]c3ccccc3c2CC1
CC(=O)c1cc(C)c2CCCc2c1O
CC(C)[C@H]1NC(=O)CNC1=O
CC1CC(=C)CC(O1)c1ccccc1
CC(C)CC(=O)\\C=C\\C(C)C
COc1ccc(cc1O)C(O)C(O)=O
CC(=C)CNCC1OCCc2ccccc12
CC1Cc2c(O1)c1ccccc1nc2C
CC1(C)CCC(O1)C1CCCCC1=O
Cc1nc2ccccc2c(=O)n1CCCO
C=CC(=O)n1c2ccccc2oc1=O
CCCC[C@@]1(CC)CCC(=O)O1
NC(=O)CCn1c2ccccc2oc1=O
CC1CC(CCC=C(C)C)=CCC1CO
Cc1oc2ccc(O)cc2c1C(O)=O
COc1ccc(cc1C(O)=O)C(C)C
COc1ccc2oc(=O)cc(C)c2c1
CC(C)CNCC1OCc2ccccc2CO1
Oc1nc2nc[nH]c(=O)c2nc1O
COc1cc(N)c(cc1OC)C(O)=O
Cc1cc2c(C)nc3ccccc3c2o1
NC(CCCCP(O)(O)=O)C(O)=O
COc1cc(cc(OC)c1O)C(O)=O
COC(=O)c1c(C)cc(=O)oc1C
COCC#CCN1CCCCC1c1cccnc1
CCCC(C)C(=O)NCCCn1ccnc1
OC(=O)Cn1cnc2ccccc2c1=O
COc1ccc2[nH]cc(C=O)c2c1
OC(=O)CCN1Cc2ccccc2C1=O
CC1Cc2c(O1)nc1ccccc1c2C
Cl.CN(C)CCOC(=O)c1ccco1
CC(=O)Nc1ncnc2[nH]cnc12
Nc1nc(=O)n(CC(O)CO)cc1F
Cc1ccc2[nH]cc(CCCN)c2c1
COc1ccc2c(C=O)c[nH]c2c1
CCC(C)Oc1ccc(cc1)C(O)=O
NC(CCCC(N)C(O)=O)C(O)=O
NC(CC(=O)c1cccs1)C(O)=O
BrC1Cc2cc3OCCOc3cc2C1=O
NC(CCCCCCCC(O)=O)C(O)=O
Cc1cc2ccc3ncccc3c2[nH]1
COc1cccc2c1nc1CCCn1c2=O
OCCC#CCN1CCCCC1c1cccnc1
OC1CCCCCCCCCCC(=O)OCCC1
CC(CP(O)(=O)CCCN)C(O)=O
CCC(=O)c1ccc(OC)c(OC)c1
CC(=O)c1ccc(s1)-c1cccs1
OCC#CCSc1ncnc2[nH]cnc12
OC(=O)c1cc(O)c(O)c(O)c1
COc1cc(cc2OCOc12)C(O)=O
CC(C)CNc1ncnc2[nH]ncc12
Cl.COC(=O)[C@@H](N)CCSC
CN(CCO)c1ncnc2[nH]ncc12
CSc1ccc(cc1)C(N)CC(O)=O
Cl.CC(C)C[C@H](N)C(N)=O
NC(CC(O)=O)c1cccc(Br)c1
CC(C)Oc1ccc(cc1N)C(O)=O
NC(=O)N1CCC[C@H]1C(O)=O
O=C1CCc2c1[nH]c1ccccc21
Cc1cccc2c3CNCCc3[nH]c12
O=C1NCCNc2c1cnc1ccccc21
CCCCCCCCCCCCCCCCCC(O)=O
COc1ccc2[nH]cc(CCN)c2c1
Cc1nc2ccc(O)cc2c(=O)n1O
Cn1c2ccccc2c2=NCCn2c1=O
Oc1coc(CN2CCCCCC2)cc1=O
CN(C)CCCCOc1ccc(C=O)cc1
CN1C(=O)CC(=O)c2ccccc12
COC(=O)c1cc(O)c2ccoc2c1
CC(C)CNC(=O)CCCCC1CCSS1
O=c1n2CCCCCc2nc2ccccc12
CCCCC1(CCN)CCOC(C)(C)C1
NCCNc1nc(N)nc2[nH]cnc12
OC(=O)c1cc2c(CCCC2=O)o1
CC(=O)OCc1cc(=O)c(O)co1
CN1CCc2ccccc2C1C1CCNCC1
Cc1cc(=O)c(OCC(O)=O)co1
CCCCCC1(C)NCCN2C1SCC2=O
COc1ccc2c(CCN)c[nH]c2c1
CCc1ccc2[nH]cc(CCN)c2c1
Cl.C1CN2Cc3ccccc3N=C2C1
O=C1CCCC2C3CNCC(C3)CN12
Cc1cc(=O)c2OC(=O)CCc2o1
Nc1ncnc2[nH]c(NCCO)nc12
COc1ncnc2c3ccccc3[nH]c12
OC(=O)CCCNc1ccccc1C(O)=O
C=CC1OC2CCCCC2C2=CCCCC12
OC(=O)CCc1c[nH]c2ccccc12
O=C1CCCc2c1[nH]c1ccccc21
Brc1ccc2[nH]c3CCCCc3c2c1
CC(C)C[C@H]1NC(=O)CNC1=O
[Cl-].C[N+](C)(C)CC(N)=O
Cl.N[C@@]12CCCC1C1CCC2C1
COc1cc2nc(O)nc(O)c2cc1OC
CCCC1OC2CCCCC2C2=CCCCC12
Cc1nc(NC(N)=N)nc2ccccc12
CC1(C)OC2C(CO)OC(=O)C2O1
CC(C)C1OCC2Cc3ccccc3C2O1
CCC[C@@]1(O)CCCC[C@H]1CO
CC(=C)C1Cc2[nH]nc(C)c2C1
CC1CC(CCC=C(C)C)=CCC1C=O
CCCCCC1C(CC(=O)OC)CCC1=O
CC1=NCCc2c1[nH]c1ccccc21
Oc1ccc2c3CCCc3c(=O)oc2c1
