CCO
CNCC(C1=CC(=C(C=C1)O)O)O
COC(=O)C=CC1=CC=C(C=C1)O
COC(=O)C1=CC(=C(C=C1)O)O
COC(=O)C1=CNC2=CC=CC=C21
COC1=C(C=C(C=C1)C(=O)O)O
COC1=C(C=CC(=C1)C(=O)O)O
COC1=C(C=CC(=C1)C(CN)O)O
COC1=C(C=CC(=C1)C=CC=O)O
COC1=CC(=C(C=C1C=O)OC)OC
COC1=CC(=CC2=C1OCO2)CC=C
COC1=CC2=C(C=C1)NC(=O)O2
C(C(=O)O)(NC(=O)N)NC(=O)N
C(C1C(C(C(C(N1)CO)O)O)O)O
C1=CC(=C(C(=C1)O)C(=O)O)O
C1=CC(=C2C=CC(=O)OC2=C1)O
C1=CC(=CC=C1CC(C(=O)O)N)O
C1=CC(=CC2=C1C=CC(=O)O2)O
C1=CC=C2C(=C1)C(=CN2)CC#N
C1=CC2=C(C=C1O)C(=CN2)CCN
C1C2CNCC1C3=CC=CC(=O)N3C2
C1CC(=O)C2=C(C1O)C=CC=C2O
C1CCC(CC1)NC(=O)NC2CCCCC2
CC(=CCC(C(C)(C)O)O)C(CO)O
CC(=CCC1=C(C=CC(=C1)O)O)C
CC(=CCCC(=CCC=C(C)C=C)C)C
CC(=CCCC(=CCCC(=C)C=C)C)C
CC(=CCCC(=CCCC(=CCO)C)C)C
CC(=CCCC(C)(C=C)OC(=O)C)C
CC(=CCOC1=CC=C(C=C1)C=O)C
CC(=O)OC1CC2CCC1(C2(C)C)C
CC(C(=O)O)NC(CCCCN)C(=O)O
CC(CCC1=CNC2=CC=CC=C21)CO
CC=C(C)C=CC=C(C)CCC=C(C)C
CC=C1CC2CCC(C1(C2(C)C)C)C
CC1=C(C(=CC(=C1Cl)OC)O)Cl
CC1=CC(=CC(=C1C(=O)OC)O)O
CC1=CCC(CC1OC(=O)C)C(=C)C
CC1CCC(=C(C)C)CC2=C1CCC2C
CC1CCC(=O)C2=C1C=CC(=C2)C
CC1CCC(C=C2C1CCC2C)C(=C)C
CC1CCCC2=CCC(CC12C)C(=C)C
CCC(=O)C1=CC(=C(C=C1)O)OC
CCC=CCC1C(CCC1=O)CC(=O)OC
CCCCC(C1CC(=CC(=O)O1)OC)O
CCCCCC=CCC=CCCCCCCCC(=O)O
CCCCCCCCC=CCCCCCCCC(=O)OC
CCCCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCCCCCCCCCC
CCCCCCCCCCCCCCCCCCCCCCCCO
CCOC(=O)C1=CC(=C(C=C1)O)O
CN1C2=CC=CC=C2C(=CC1=O)OC
COC(=O)CC1=CNC2=CC=CC=C21
COC1=C(C(=CC=C1)OC)C(=O)O
COC1=C(C=C(C=C1)C(=O)O)OC
COC1=C(C=C(C=C1)C(=O)OC)O
COC1=C(C=C2C=NC=CC2=C1)OC
COC1=C(C=CC(=C1)C(=O)OC)O
C(C(=CC(=O)O)C(=O)O)C(=O)O
C(C(C=O)O)OP(=O)([O-])[O-]
C(C(C1C(=C(C(=O)O1)O)O)O)O
C[N+]1=CC=CC(=C1)C(=O)[O-]
C1(C(C(OC(C1O)O)C(=O)O)O)O
C1=C(C=C(C(=C1O)O)O)C(=O)O
C1=CC(=C(C=C1C=CC(=O)O)O)O
C1=CC(=CC=C1[N+](=O)[O-])O
C1=COC2=CC(=CC(=C2C1=O)O)O
C1C(C(C(C([NH2+]1)CO)O)O)O
C1OC2=C(O1)C=C(C=C2)C(=O)O
C1OC2=C(O1)C=C(C=C2)C=CC=O
CC(=CCCC(=C)C1CCC(=C)CC1)C
CC(=CCCC(=CCCC(=CC=C)C)C)C
CC(=CCCC(=CCCC(=CC=O)C)C)C
CC(=CCNC1=NC=NC2=C1NC=N2)C
CC(=O)C1=C(C=C(C=C1OC)OC)O
CC(=O)OC1CC2CC(C1=C)C2(C)C
CC(CCC=C(C)C)C1CCC(=C)C=C1
CC(CCNC1=NC=NC2=C1NC=N2)CO
CC=CC1=CC2=C(C(=C1)OC)OCO2
CC1=CCC(C=C1)C(C)CCC=C(C)C
CC1=CCC(C=CCC(=CCC1)C)(C)C
CC1=CCC(CC1)C(C)(C)OC(=O)C
CC1=CCC2C3C1C2(CCC3C(C)C)C
CC1=CCCC(=C)C=CC(CC1)C(C)C
CC1=CCCC(=CC=C(CC1)C(C)C)C
CC1=NC=CC2=C1NC3=CC=CC=C23
CC1C2CC(CCC2(C=CC1=O)C)C#C
CC1CC(=O)C2=C(C1O)C=CC=C2O
CC1CC=CC2=CCC(CC12C)C(=C)C
CC1CCC2(C13CCCC3(CC2=C)C)C
CC1CCC2C13C=CCC3(CC2(C)C)C
CC1CCC2CC3=C(CCC13C2(C)C)C
CCC=CCC=CCC=CCCCCCCCC(=O)O
CCC=CCC1C(CCC1=O)CCCC(=O)O
CCCCC=CC=CC=CCCCCCCCC(=O)O
CCCCCC=CCC=CCCCCCCCC(=O)OC
CCCCCC1=CC(=C(C(=C1)OC)C)O
CCCCCCCCC=CCCCCCCCCCC(=O)O
CCCCCCCCCC1=CC(=CC(=C1)O)O
CCCCCCCCCCCCCCCCCCCCCCCCCC
CN1CCC2=CC(=C(C=C2C1)OC)OC
COC1=C(C=CC(=C1)CCC(=O)O)O
COC1=CC(=CC(=C1O)OC)C(=O)O
COC1=CC(=CC(=C1O)OC)C=CC=O
COC1=CC(=O)C2=CC=CC=C2C1=O
COC1=CC=CC2=C1NC(=O)C=C2OC
COC1=CC2=C(C=C1)C=CC(=O)O2
CSC(=O)NCC1=CNC2=CC=CC=C21
C[N+](C)(C)CCC1=CC=C(C=C1)O
C=CC1CCC(=C)C2C1C=C(CC2)C=O
C1=CC=C2C(=C1)C(=CN2)C(=O)O
C1C(C2C(C(C(C1(N2)O)O)O)O)O
C1C=CC(=O)OC1C=CC2=CC=CC=C2
C1CC(=O)C(C1CC(=O)O)CC=CCCO
CC#CCC1=CC2=CC=CC=C2C(=O)O1
CC(=C)C1CCC2(CCCC(=C)C2C1)C
CC(=C1CCC2(CCCC(=C)C2C1)C)C
CC(=CCCC(=CCCC(C)(C=C)O)C)C
CC(=CCNC1=NC=NC2=C1NC=N2)CO
CC(=CCOC1=CC=C(C=C1)C=CCO)C
CC(=O)N(C)C1C2CN3C1C(O2)CC3
CC(C)OC1C(C(C(C(O1)CO)O)O)O
CC1=C(C(CCC1)(C)C)C=CC(=O)C
CC1=CC=C(C=C1)C(C)CCC=C(C)C
CC1=CC2C(CC1)C(=C)CCC2C(C)C
CC1=CC2C(CC1)C(=CCC2C(C)C)C
CC1=CC2C(CCC(=C2CC1)C)C(C)C
CC1=CCC(C2C1CCC(=C)C2)C(C)C
CC1=CCCC(=C)C2CC(C2CC1)(C)C
CC1=CCCC(=CC2C(C2(C)C)CC1)C
CC1=CCCC2(C1CC(CC2)C(=C)C)C
CC1=NC=CC2=CC(=C(C=C12)O)OC
CC1CC2=C(C(=CC=C2)O)C(=O)O1
CC1CCC(C2=CC(=C)CCC12)C(C)C
CC1CCC(C2C1CCC(=C2)C)C(=C)C
CC1CCC=C2C1(CC(CC2)C(=C)C)C
CC1CCC2CC3=C(C=CC13C2(C)C)C
CCC=CCC=CCC=CCCCCCCCC(=O)OC
CCCCCC=CC=COC=CCCCCCCC(=O)O
CCCCCC=CCC=CCCCCCCCCOC(=O)C
CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCCC=CCCCCCCCCCC(=O)OC
CCCCCCCCCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCCCCCCCCCCCO
CN(C)CCC1=CNC2=C1C=C(C=C2)O
COC(=O)C=CC1=CC(=C(C=C1)O)O
COC(=O)C1=CC(=C(C(=C1)O)O)O
COC(=O)C1=COC(C2C1CC=C2CO)O
COC(=O)C1=COC=C2C1=CC=C2C=O
COC1=C(C=C(C=C1)C=CC(=O)O)O
COC1=C(C=C2C=CC(=O)OC2=C1)O
COC1=C(C=CC(=C1)C=CC(=O)O)O
COC1=C(C=CC2=C1OC(=O)C=C2)O
COC1=C2C(=CC(=C1)CCCO)C=CO2
COC1=C2C=COC2=NC3=CC=CC=C31
COC1=CC(=C(C=C1C=CC=O)OC)OC
COC1=CC(=CC(=C1O)OC)C(=O)CO
COC1=CC(=CC(=C1O)OC)C(=O)OC
COC1=CC(=CC(=C1OC)OC)C(=O)O
C1=CC(=O)OC2=CC(=C(C=C21)O)O
C1=CC=C2C(=C1)C(=CN2)CC(=O)O
C1=CN(C=C(C1=O)O)CC(C(=O)O)N
C1CN2C(=NC3=CC=CC=C3C2=O)C1O
CC(=CCCC1(C2CC3C1(C3C2)C)C)C
CC(=CCOC1=CC=C(C=C1)C(=O)O)C
CC(=O)C1=CC(=C(C(=C1)OC)O)OC
CC(=O)OC1=C(C=C(C=C1)CC=C)OC
CC=C(C)C(=O)OC1CC2CCC(C1)N2C
CC1(CC(CC2(C1=CC(=O)O2)C)O)C
CC1(CC2C1CCC(=C)C(CCC2=C)O)C
CC1(CC2C1CCC(=C)C(CCC2=O)O)C
CC1=C2C3C(C3(C)C)CCC2(CCC1)C
CC1=C2CC(CCC2(CCC1O)C)C(=C)C
CC1=CC(=O)C2=C(C1=O)C=CC=C2O
CC1=CC(=O)OC2(C1)CC3CCC2CN3C
CC1=CC2=C(C=C1)NC3=CC=CC=C32
CC1=CC2C(CC1)C(=C)CCC2C(=O)C
CC1=CCC(CC1)(C(C)CCC=C(C)C)O
CC1=CCC(CC1)C(C)(CCC=C(C)C)O
CC1=CCC(CC1=O)C(=C)CCC=C(C)C
CC1=CCC2=C(CC(=CCC1)C)OC=C2C
CC1C(C(=O)C2=C(C=CC=C2O1)O)O
CC1CCC(C2=C1C=CC(=C2)C)C(C)C
CC1CCC(C2C1CCC(=C2)C)C(=C)CO
CC1CCC=C2C1(CC(=C(C)CO)CC2)C
CC1CCC2C13CCC(=C)C(C3)C2(C)C
CC1CCC2C13CCC(C3)C(C2=C)(C)C
CC1CCCC2=CCC(CC12C)C(C)(CO)O
CCC=CCC=CC=COC=CCCCCCCC(=O)O
CCCC(CC=CCC=CCCCCCCCC(=O)O)O
CCCCCCC(=O)C1=CC(=CC(=C1)O)O
CCCCCCCCC=CCCCCCCCCCCCC(=O)O
CCCCCCCCC1=C(C1)CCCCCCC(=O)O
CCCCCCCCCCCCCC=C1CC(COC1=O)O
CCCCCCCCCCCCCCCC(=O)OCC(CO)O
CCCCCCCCCCCCCCCCCCCCCCC(=O)O
CCCCCCOC1C(C(C(C(O1)CO)O)O)O
CCOC(=O)C=CC1=CC(=C(C=C1)O)O
CCOC(=O)C1=CC(=C(C(=C1)O)O)O
CN(C)CCC1=CNC2=C1C=C(C=C2)OC
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CN1CCC2=C(C1=O)NC3=CC=CC=C23
COC1=C(C=CC(=C1)C=CC(=O)OC)O
COC1=C(C2=C(C=C1O)OC=CC2=O)O
COC1=C2C=COC2=NC3=C1C=CC=C3O
C(C1C(C(C(O1)O)O)O)OP(=O)(O)O
C1=CC=C(C=C1)C2=CC=C(C=C2)C=O
C1=CC=C2C(=C1)C(=CC(=O)C2=O)O
C1=CC2=C(C(=O)C=CC2=O)C(=C1)O
C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
C12=NC(=O)NC1(C(=O)NC(=O)N2)O
C1CCN2CC3CC(C2C1)CN4C3CCCC4=O
C1CN2CC3=C(C=CC(=C3)O)N=C2C1O
C1OC2=C(O1)C=C(C=C2)C=CC(=O)O
CC(=C)C1CCC2(CCCC(C2C1)(C)O)C
CC(=CCCC1(C2CCC1(C(C2)O)C)C)C
CC(CCC1=CN(C2=CC=CC=C21)OC)CO
CC1(C=CC2=CC3=C(C=C2O1)OCO3)C
CC1(C2CCC3(C2)C(C1=C)CCC3=O)C
CC1(C2CCC3(C2)C(CCC3C1=C)CO)C
CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
CC1(CC2C1CCC3(C(O3)CCC2=O)C)C
CC1(CCCC2(C1CCC3=C2COC3=O)C)C
CC1=C2CC(CCC2(CCC1)C)C(C)(C)O
CC1=C2CC(CCC2(CCC1=O)C)C(=C)C
CC1=CC(=O)C2=C(C=C(C=C2O1)O)O
CC1=CC2=C(C=C1O)NC3=CC=CC=C32
CC1=CC2C(CCC(C2CC1)(C)O)C(C)C
CC1=CCCC2(C1CC(CC2)C(C)(C)O)C
CC1=CCCC2=CC(CC(=CCC1)C)OC2=O
CC12CCCC(=C)C1CC(CC2)C(=C)C=O
CC12CCCC(=C)C1CC(CC2)C(C)(C)O
CC1C=C(C(=O)O1)C=CCCCCCCCCC#C
CC1C=C(C(=O)O1)C=CCCCCCCCCC=C
CC1C2CC(CCC2=CC(=O)C1O)C(=C)C
CC1CC=C(C2=C1C=CC(=C2)C)C(C)C
CC1CCC(C2C1CCC(=C2)C)C(=C)C=O
CC1CCC(CC2=C1C(=O)CC2C)C(=C)C
CC1CCC=C2C1(CC(CC2)C(C)(C)O)C
CC1CCC2(C1CC3CCC2(OC3(C)C)C)O
