CSSSC
CC=CC(=O)COC(=O)C1=C(C=C(C=C1C)O)O
CN1CCC2=C[N+](=C3C2=C1C=C(C3=O)N)C
COC1=C2C=CC(=O)C(=C2NC3=C1C=CO3)OC
C(CC(=C[N+]#N)[O-])C(=C[N+]#N)[O-]
CCCCCCCCCCCCCC=C1C(C(OC1=O)(C)OC)O
CC1CC2C(CC=C1CCC(=O)C)C(=C)C(=O)O2
CC12CCCC(C1CC(CC2)C(=C)C(=O)O)(C)O
COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC
C1=CC=C2C(=C1)C(=CN2)C3=C(N=CO3)Cl
COC1=C2C=COC2=NC3=CC4=C(C=C31)OCO4
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CC12CC(CC(=C)C1CC3C(C2)OC(=O)C3=C)O
CC1CCCCCCCC2=CC(=CC(=C2C(=O)O1)OC)O
CCCCCC(CC(=O)CCC1=CC(=C(C=C1)OC)O)O
C1=CC=C(C=C1)C2=CN=C(C3=C2C=CN=C3)N
CC1=CC(=O)C(=C(C1=O)O)C(C)CCC=C(C)C
C1=CC=C(C=C1)C2=[O+]C3=CC=CC=C3C=C2
CC1=C(C(=O)C2=CN(C(=O)C=C2C1=O)C)OC
C1C=CC(=O)OC1CC=CC(=O)CCC2=CC=CC=C2
CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
CC(=CCCC(C)(C1CC(=O)C(=C)C(C1O)O)O)C
CC1=CCCC(=CCC(CCC(=CCC1)C)C(C)(C)O)C
CC1=C(C(C2C(C1)OC(=O)C2=C)O)C(C)CCCO
CC1=CC2C(C(CC(=CCC1)C)O)C(=C)C(=O)O2
C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
C1=CC(=O)C(=C2C(=C1)C=C(C(=C2O)O)O)O
C1=CC=C(C=C1)C2C(C3C(O2)C=CC(=O)O3)O
CC1=CC(=CC(=C1C(=O)OCC(=O)CC(C)O)O)O
C1C2C(C(C(O2)C(C3=CC=CC=C3)O)O)OC1=O
C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O
CC1CC=CC2=C1C(=C3C(=COC3=C2OC)CO)C=O
CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
CC1(CC2=C(C3=CC=CC=C3C(=O)C2=O)OC1)C
CC1CCCC2(C13C(O3)C4C(C2)OC(=O)C4=C)C
CC1(CCCC2(C1C(C=C3C2(C(OC3)O)O)O)C)C
CC(C)C1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
CC1CC2=C(CC3C1(CC(C3O)(C)CO)O)COC2=O
CC1CC2C(CC3C1=CC(=O)C3C)C(=C)C(=O)O2
CC12CCCC(C1C3C(CC2)C(=C)C(=O)O3)(C)O
COC1=CC=C(C=C1)C=CC2=CC(=CC(=O)O2)OC
CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl
C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
COC1=CC(=O)OC(C1)CCC2=CC3=C(C=C2)OCO3
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C
CC1=CCCC(=C)CCC2CCC3=COC(=C3C2(C)C)C1
CC1=C2C3C(CCC2(C(CC1)O)C)C(=C)C(=O)O3
CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
C1=CC=C(C=C1)C(C(C2C(C=CC(=O)O2)O)O)O
C1=CC=C2C(=C1)C3=C4N2C(=O)C=CC4=NC=C3
CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2
CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
CCCCCC(=O)C=C(C=CC1=CC(=C(C=C1)O)OC)O
CC=CC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O
COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC
CCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
CCCCCCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC
CC1=CC=C(CCC(=CC(CC(=CCC1)C)O)C)C(C)C
CC(=CCCC(=CCCC(=CCCC(=CC(=O)O)C)C)C)C
CC1CCC(C(C12CCC(=C2)C)[N+]#[C-])C(C)C
COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC
C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
COC1=CC(=O)OC(C1)C=CC2=CC3=C(C=C2)OCO3
CC1=CC(=O)CC(C1(C=CC(=CC(=O)O)C)O)(C)C
C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
CC1=CCCC2(C(O2)CC(CCC(=CCC1)C)C(=C)C)C
CC(=C)CCC=C(C)C1CCC(C(C1)C(=C)C)(C)C=C
CC1CCC(C2(C1=CC(CC2)C(C)(C)OC(=O)C)C)O
COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
C1=CC(=CC=C1CCCCC(CCC2=CC=C(C=C2)O)O)O
CC1CC(=CC(=O)O1)OC2C(C(C(C(O2)CO)O)O)O
CC1=CC=CC2=C1C=CC3=C2OC(=O)C4=C3OC=C4C
CC1C(C2=C(O1)C3=CC=CC=C3C(=O)C2=O)(C)C
CC1COC2=C(C(=O)C(=O)C3=C(C=CC1=C32)C)C
CC1C(C(C(O1)C=CC2=C(C(=CC=C2)OC)CO)O)O
CC1C2CCC3(C(CCC34CC(C2OC1=O)(OO4)O)O)C
CN1C2=CC=CC=C2C(=O)C3=C(C=C(C=C31)O)OC
CN1C2=CC=CC=C2C(=O)C3=C(C=C(C=C31)OC)O
CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)O
CC(=CCCC1(CC2C1CCC3(C(O3)CCC2=C)C)C)CO
CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
C1CNC(=O)C2=C(C1=C3C(=O)N=C(N3)N)C=CN2
CCC(C)C(=O)NC1CCCN1C(=O)C=CC2=CC=CC=C2
CC1CCCC(C1CCC(C)CCCC(=CCOC(=O)C)C)(C)C
COC1=C2C=COC2=NC3=CC4=C(C(=C31)OC)OCO4
COC1=C2C=COC2=NC3=C(C4=C(C=C31)OCO4)OC
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
CCC=CC(CC)CC=CC1(CC(C(OO1)CC(=O)O)CC)CC
CC1=C(C=C2C(=C1OC)CN(C2=O)CCO)OCC=C(C)C
CC1=CC(CC(=C)CCC2CCC=C(C2(C)C)C(=O)C1)O
C=CCC1=CC=C(C=C1)OC2=CC(=CC(=C2O)O)CC=C
CCC=CC(CC)CCCC1(CC(C(OO1)CC(=O)OC)CC)CC
CC1C2C=C(C(CC2OC1=O)(C)O)C(C)CCCOC(=O)C
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
CC1(C=CC2=C(C=C3C(=C2O1)C=CC(=O)O3)OC)C
CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C
C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43
CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
CC1C(=O)CC2C1(C3=C(C2)C(=O)C(C3O)(C)C)C
C1=CC=C2C(=C1)C3=NC=CC4=C3C(=NC=C4)C2=O
CC(=CCCC1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)C
CC1(CC2(C(=CC3=CC(=O)C(=C)C32C)C1=O)O)C
CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
CC1CCCC(O1)CC2CC3=CC(=CC(=C3C(=O)O2)O)O
CC1=CC(=C2C(=C1)CC3=C(C2=O)C(=CC=C3)O)O
CC1=C(C=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O
CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
C1CN2CC3=CC4=C(C=C3C5C2C1=CC(C5O)O)OCO4
C1=CC(=CC=C1CCNC(=O)C=CC2=CC=C(C=C2)O)O
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3
CC1(C2CCC34CC5C(C5(C3)C)CC4C2(CCC1=O)C)C
CC1=CC(CC(=C)CCC2CCC3=COC(=C3C2(C)C)C1)O
CC12CCCC3(C1C(C=C4C2=CC(=O)OC4OC)OC3=O)C
CC1=CCCC(=CCC2C(CC(=CCC1)C)OC(=O)C2=C)CO
CC(C)CC(CC(C)C1=C(C=C(C=C1)C=O)O)OC(=O)C
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
C1=C(OC=C(C1=O)C(=O)N)C=CC=CCCCCCCC(=O)O
CCCCCC1=CC(=C(C(=C1)O)CC=C(C)CCC=C(C)C)O
CC1(CCCC2(C1CCC(=C)C2CC=C3CC(OC3=O)O)C)C
CC1(CCCC2(C1CCC(=C)C2CCC3=CC(OC3=O)O)C)C
CC1(CCCC2(C1C(CC(=C)C2C=CC3=COC=C3)O)C)C
COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O
CC1COC2=C1C3=C(C(=C2)C)C(=O)C(=O)C(=C3)C
CC1=CCCC(=CCC2(CCC(O2)(C(CC1)O)C)C(C)C)C
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
COC1=C2C=COC2=NC3=C1C(OC3=O)(CC(=O)OC)OC
C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
COC(=O)C1=C(C2=CC=CC=C2C3=C1C=CC(=O)O3)O
COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC
CC1(C(C(C2=C(O1)C=CC3=C2OC(=O)C=C3)O)O)C
CC(C1CC2CC3C1N(C2)CCC4=C3NC5=CC=CC=C45)O
CC1C2C=CC=CC(C1C3C(C=CC(=O)O3)OC(=O)C)O2
CC1(CCCC2(C1CC(C(=C)C2C=CC3=COC=C3)O)C)C
COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)OC
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CCOC1=C(C(=O)C2=C(C1=O)C3=CN=C(N3C=C2)C)C
CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)N)C)C
CC1=CCCC2=CC(C(CCC(=CCC1)C)C(C)(C)O)OC2=O
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O
CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3C=CC=C4C
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=CC=C2)O
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
CC1=CCCC(=CC2C(=C(C(=O)O2)C)CCC(=CCC1)C)C
CC1(C(C(CC(=C)C12CCC(C(C2)Cl)(C)Br)O)Br)C
CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CC1=CC(=O)C2C(CCCC2(C1C=CC3=COC=C3)C)(C)C
CC1=CC(=C2C(=NC=N2)C3=C1N(C(=N3)N)C)N(C)C
C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O
C1C2C(C=CC(=O)C2=C(C=CC3=CC=CC=C3)O)OC1=O
C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)O
CCC(C)(C(=O)NC1CCCN1C(=O)C=CC2=CC=CC=C2)O
CC(=O)C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O
CC(C)C1=C(C=CC2=C1CCC3C2(CCC(C3(C)C)O)C)O
CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC
CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=CC(=C5)OC
CC1=CC(=O)C2=C(O1)C=C3C=C(C=C(C3=C2O)OC)O
C1=CC=C(C=C1)CCCCCCCCC(=O)C2=C(C=CC=C2O)O
CC1=CC=CC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4C
CC1(C2CCC34CCC(CC3C2(CCC1=O)C)C(C4)(CO)O)C
C1CCC2=CC=C(C=C2)OC3=C(C=CC(=C3)CCC(C1)O)O
COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
CC1=C(C(C2C(C1)OC(=O)C2=C)O)C(C)CCCOC(=O)C
CC1=CC2C(C(CC(=CCC1)C)OC(=O)C)C(=C)C(=O)O2
CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O
CCCCCC1=CC2=C(C=CC(O2)(C)CCC=C(C)C)C(=C1)O
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
CC1(CCCC2(C1CC(C(=C)C2CC=C3CC(=O)OC3)O)C)C
C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
CN1C2=CC=CC=C2C(=O)C3=C(C(=C(C=C31)OC)OC)O
CN1C2=CC=CC=C2C(=O)C3=C(C4=C(C=C31)OCO4)OC
CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO
CC(C)C1CCC=CC2C(CCC1=C)(C(CC(C2(C)O)O)Br)C
CC(C)C1CC=CC2C1(CCC3(C2C(CCC3Br)(C)O)C)CBr
CC(C)C1CC2CC13CCC4(C(CCC(C4C3C2O)(C)O)Br)C
CC1C(CCC2=CC(=O)C(CC12C)C(=C)C)OC(=O)C=CSC
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O
CCOCC1=C(C=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O
CC1CCC2C(C13CC(OC3=O)C4=COC=C4)CC(=O)C=C2C
CC1CC2C(CC3=C(N(C4=CC=CC2=C34)OC)Br)N(C1)C
COC1=C(C=C2C(=C1)C3=CC=CC4=C3N(C2=O)C=C4)O
C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2
CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C
COC1=C(C=CC(=C1OC)O)CC=CC2=C(C(=CC=C2)O)OC
C1CNC(=O)C2=C(C1=C3C(=O)N=C(N3)N)C=C(N2)Br
COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)O
CC1=CC(=O)C2=C(O1)C=C3C=C(C=C(C3=C2OC)OC)O
CC12CCC3C4(CCCC(C4CCC3(C1)CC2=O)(C)C(=O)O)C
CCC=CC(CC)CC(=CC1(CC(C(OO1)CC(=O)O)CC)CC)CC
CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
CC(=C)C(CCC1(CC=C(CCC2C(O2)(CC=C1)C)C=O)C)O
CC(C)C1CCC(=C)C2C1C3C(CCC(C(=C)CC2O3)O)(C)O
COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O
COC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC)OC)O
CCCC1=CC(=O)C2=C(O1)C3=C(C=C(C=C3C=C2O)O)OC
CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O
CN1CCC2=CCC3C(C21)C4=CC5=C(C=C4C(=O)O3)OCO5
C1C2C(C(C(C1O)O)O)NC(=O)C3=CC4=C(C=C23)OCO4
CC(C)C1CCC2C1(CCC3(C2C(C(CC3Br)O)C(=O)C)C)C
COC1=CC(=C2C(=C1)OC3=C(C2=O)C(=C(C=C3)O)O)O
COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3)O
CC1(C(CC(C(O1)(C)C2CCC(C(C2)Br)(C)Cl)O)Br)C
CC1=CC(CC(=C)CCC2CCC(C(=O)C2(C)C)OC(=O)C1)O
CC1=CCCC(=CCC2C(C(C(=CCC1)C)O)OC(=O)C2=C)CO
CC1CC2C(C(C3(C1CCC3=O)C)OC(=O)C)C(=C)C(=O)O2
C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)CO)O
CC12C=C(C(=O)C=C1C3=CC(=CC(=C3C(=O)O2)O)OC)O
C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O
CC(=O)C1CC(C2C1(CCC3C2CC=C4C3(CCC(C4)N)C)C)O
CC1(CCC(C2(C1CCC34C2CCC(C3O)C(=C)C4=O)C)O)CO
CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O
COC1=CC(=C(C(=C1)OC)C(=O)C=CC2=CC=C(C=C2)O)O
CC(C)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O
CC1=CC(=C(C(=C1)O)CC=C(C)CCC=C(C)CCC=C(C)C)O
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
COC1=C2C3=C(C=CN=C3C4=CC=CC=C41)C(=O)C(=O)N2
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
C1OC2=C(O1)C=C3C(=C2)C4=CC(C(C(C4NC3=O)O)O)O
CC1=CC2C(C(O1)O)C(=O)C3=C(C=C(C=C3C2=O)OC)OC
CC1(CC2=C(CO1)C(=O)C3=C(C=C(C=C3C2=O)OC)OC)O
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O
CC1=C(CC2(CC1)C(=C)CC(C(C2(C)C)Br)OC(=O)C)Cl
CN1C(CCCC1CC(=O)C2=CC=CC=C2)CC(C3=CC=CC=C3)O
C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O
CC12CCC3C(CC3(C)C(=O)C=CC(C)(C)O)C(=C)CCC1O2
CC12C=CC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3
