CSSCC=C
C([C@@H](C(=O)[O-])[NH3+])C(=O)N
C[C@H](C(=O)C1=CC(=C(C=C1)O)OC)O
CN(C)CCCCCC(=O)C1=CC(=C(C=C1)O)OC
CN(C)CCCCCC(=O)C1=CC(=C(C=C1)OC)O
CC1=C2C=C(C(=CC2=C(C=C1)C(C)C)C)O
C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O
COC1=CC(=CC(=C1)C2=CC=C(C=C2)O)OC
CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)O)C
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O
COC1=CC2=C(C=CC(=C2O)C=O)C(=C1)OC
COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)O
CCCCCCCCCCCCCC1=CC(=O)C=C(C1=O)OC
C1C=CC(=O)O[C@@H]1/C=C\C2=CC=CC=C2
COC1=C2C=CC(=O)C(=C2NC3=C1C=CO3)OC
C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OC)O
CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC
CC1=C(C=C(C=C1)[C@H](C)CCC=C(C)C)O
C/C/1=C\CC2=C(C/C(=C/CC1)/C)OC=C2C
CC(=O)CCC1=C(C=CC2=C1OC(=O)C=C2)OC
CC1=CC2=C(C(=C1)O)C(=O)C=C(C2=O)OC
CC1=CC2=C(C(=C1)O)C(=O)C(=CC2=O)OC
C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2
C1C=CC(=O)O[C@@H]1/C=C/C2=CC=CC=C2
CCCCCCCCCCCC[C@H]([C@H]1CCC(=O)O1)O
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)OCC)O
CC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)O)C
CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C
CCCCCC/C=C\CCCCCCCC1=CC(=CC(=C1)O)O
C(CON=C(N)N)[C@@H](C(=O)[O-])[NH3+]
[H+].[H+].C(=C/C(=O)[O-])\C(=O)[O-]
COC1=CC(=C(C=C1)CCCC2=CC=C(C=C2)O)O
COC1=C(C=CC(=C1)O)CCCC2=CC=C(C=C2)O
CC1(C=CC2=C(O1)C=CC3=C2OC(=O)C=C3)C
CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
CCCCCCCCCCC/C=C\CCCC1=C[C@H](OC1=O)C
CC(=O)/C=C(/C=C\C1=CC(=C(C=C1)O)O)\O
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
COC1=C(C=CC2=C1OC3=CC=CC(=C3C2=O)O)O
C1=CC2=C(C(=C1)O)OC3=CC=CC(=C3C2=O)O
COC1=C(C=CC(=C1O)O)C/C=C/C2=CC=CC=C2
CC1=C(C(=O)CC1)/C=C(/CCC(=O)C)\C(C)C
CC1=COC2=C1C[C@H]3C(=C)CCC[C@]3(C2)C
C[C@@]12C[C@H](CC(C1=CC(=O)O2)(C)C)O
CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C
C[C@]12C[C@@H](CC(C1=CC(=O)O2)(C)C)O
COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC
COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC
CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C
C1=CC=C2C(=C1)C3=C4N2C(=O)C=CC4=NC=C3
CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C
COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O
CCCCCC/C=C\CCCCCCCCCC1=C(C=CC(=C1)O)O
COC1=CC=CC2=C1C(=O)C3=C(O2)C(=CC=C3)O
CC(=O)/C=C/C1=C(C=CC2=C1OC(=O)C=C2)OC
CC1=C2C=CN=C(C2=CC3=C1NC4=CC=CC=C43)C
CCCCCCC[C@H]1[C@H](O1)CC#CC#CC(=O)C=C
COC1=C(C=CC2=C1C(=O)C3=CC=CC=C3C2=O)O
CC1=C2C(=NC=C1)C3=C(C2=O)C=CC(=C3O)OC
COC1=C2C(=NC3=CC=CC=C31)C4=CC=CC=C4N2
CN1C2=CC=CC=C2C(=O)C3=C1C4=CC=CC=C4N3
C=CCCCCCCCCC/C=C\1/[C@@H](C(=C)OC1=O)O
C=CCCCCCCCCC/C=C/1\[C@@H](C(=C)OC1=O)O
CCCCCCC/C=C/[C@@H](C#CC#C[C@H](C=C)O)O
COC1=CC2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)O
C1=CC(=C2C(=C1)OC3=C(C2=O)C=C(C=C3)O)O
COC1=CC(=C2C(=C1)OC3=C(C2=O)C=CC=C3O)O
CC1(C=CC2=C(O1)C=C(C3=C2OC(=O)C=C3)O)C
C1=CC(=CC=C1C#C/C=C/COC2=CC=C(C=C2)O)O
C1=CC(=CC(=C1)O)/C=C/C2=CC(=CC(=C2)O)O
C/C/1=C\CC(/C=C/C(=O)/C(=C/CC1)/C)(C)C
CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)O
C1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O
COC1=C(C2=C(C=C1)C(=C(C(=O)N2)C=O)OC)OC
COC1=C(C=C2C(=C1)C(=C(C(=O)N2)C=O)OC)OC
COC1=CC2=C(C=C1)C3=C(N2)C=C(C(=C3)C=O)O
COC1=CC2=C(C=C1)C3=C4N2C(=O)C=CC4=NC=C3
C/C/1=C/CCC(=C)[C@@H]2CC([C@H]2CC1)(C)C
CCCCCCCCCCCCC/C=C/1\[C@@H](C(=C)OC1=O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
CC1(C=CC2=C(C=C3C(=C2O1)C=CC(=O)O3)OC)C
CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C
C1=CC=C2C(=C1)C3=NC=CC4=C3C(=NC=C4)C2=O
CCCCCCCCCCCCC/C=C\1/[C@@H](C(=C)OC1=O)O
CC1(C=CC2=C3C(=C(C=C2O1)OC)C=CC(=O)O3)C
C=CCCCCC/C=C\[C@H](C#CC#C[C@@H](C=C)O)O
C1=CC(=C(C=C1O)O)/C=C\C2=CC(=CC(=C2)O)O
CC1=CC2=C(C(=CC3=C2C(=CO3)C)C)C(=O)C1=O
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
COC1=CC=C(C=C1)/C=C\C2=CC(=CC(=C2)OC)OC
CC1=C2C[C@H]3C(=C)CCC[C@@]3(C=C2OC1=O)C
C/C/1=C\CCC2=C[C@H](C/C(=C/CC1)/C)OC2=O
COC1=CC2=C(C=C1)C3=C(N2)C(=CC(=C3)C=O)O
COC1=C(C2=NC=CC3=C2N(C1=O)C4=CC=CC=C34)O
COC1=C2C=COC2=NC(=C1/C=C/C(=O)OC)C(=O)OC
COC1=C2C=COC2=NC(=C1/C=C\C(=O)OC)C(=O)OC
CC(C)(C=C)C1=CC2=C(C=C3C(=C2)C=CO3)OC1=O
COC1=C(C=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O)O
C1CN[C@H]2CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
CCC/C=C/C/C=C\CCCCCCCCCC1=C(C=CC(=C1)O)O
CCCCCC/C=C\CCCCCCCCCC1=CC(=O)C=C(C1=O)OC
CC(=CCC1=C(C=C(C=C1OC)C2=CC=C(C=C2)O)O)C
CC(=C)[C@H](CC1=C(C=CC2=C1OC(=O)C=C2)O)O
COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=CC=C2)O)O
COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O
CCCCCC/C=C\CCCCCCCC1=C(C(=CC=C1)O)C(=O)O
C1=CC(=C(C=C1C(=O)C2=C(C=C(C=C2O)O)O)O)O
COC1=CC=CC(=C1OC)/C=C/C2=CC(=CC(=C2)OC)O
C1=CC=C2C(=C1)C3=C(C2=O)OC4=CC=CC=C4C3=O
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)CO
C1=CC=C2C(=C1)C3=C(N2)C(=O)C4=CC=CC=C4N3
C1=CC=C(C=C1)/C=C\C(=O)C2=C(C=C(C=C2)O)O
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O
C/C/1=C\CCC2=C[C@@H](C3=C(C1)OC=C3C)OC2=O
COC1=CC2=C(C=C1)OC3=C(C2=O)C(=C(C=C3)O)OC
COC1=C(C2=C(C=C1)OC3=C(C2=O)C=C(C=C3)O)OC
C1=CC(=CC=C1CCNC(=O)/C=C/C2=CC=C(C=C2)O)O
CCCCCCCCCCCCCCC/C=C/1\[C@@H](C(=C)OC1=O)O
C[C@]12CCCC(=C)[C@@H]1C[C@H](CC2)C(C)(C)O
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O
CC1=CC(=O)CC([C@]1(/C=C/[C@@H](C)O)O)(C)C
C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O
CC1(CCC2=C(O1)C=C(C=C2OC)C3=CC=C(C=C3)O)C
COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
CCCCCCCCCCCCCCCC(=O)N(CCCCN(C)C)CCCCN(C)C
CCCCCCCCCCCCCCCC1=C(C(=CC(=C1)O)O)OC(=O)C
C1C[C@H]([C@@H]2[C@@H]([C@@H](CN2C1)O)O)O
CC(C)C1=C(C2=C(O1)C=C3C(=C2)C=CC(=O)O3)OC
COC1=CC(=CC(=C1)O)/C=C/C2=C(C(=CC=C2)O)OC
CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)O)O
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)C=O
C[C@@H]1CC[C@H](CC2=C1C=CC(=N2)C)C(C)(C)O
COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O
CC1=C(C2=C(C=C1)C=C(C(=C2)O)C)CCC(=O)C(C)C
COC1=CC(=O)C2=C(C1(OC)OC)N=C3C(=C2OC)C=CO3
CC1(C=CC2=C(O1)C=CC3=C2N=C4C(=C3OC)C=CO4)C
COC1=CC(=C(C=C1)C(=O)OC)NC(=O)C2=CC=CC=C2O
CC1=CC2=C(C3=CC(=C(C=C3C(=O)O2)O)O)C(=O)O1
COC1=C2C(=C(C=C1)O)C(=O)C3=C(O2)C=CC(=C3)O
C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
C[C@@H](CCC[C@H](C)CCC/C(=C/CO)/C)CCCC(C)C
C/C=C/C=C/C/C=C\CCCCCCCCCC1=C(C=CC(=C1)O)O
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC(=C3)O)O
C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
COC1=CC(=C2C(=C1)OC3=C(C2=O)C=CC(=C3OC)O)O
CC1=CC2=C(C(=C1O)O)C(=O)C3=C(C2=O)C=CC=C3O
COC1=C(C=CC(=C1)O)C(=O)/C=C/C2=CC=C(C=C2)O
C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
COC1=C(C=CC(=C1)C#C/C=C/COC2=CC=C(C=C2)O)O
COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O
C[C@H]1CC/C=C(/CC(=O)[C@@H](CC1=O)C(C)C)\C
CC(=CCC1=C(C=CC(=C1O)CCCC2=CC=C(C=C2)O)O)C
CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O
CC(C)([C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3)O
CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C=C3O)O)OC
COC1=C(C=C2C(=C1)C3=CC=CC4=C3N(C2=O)C=C4)O
COC1=CC2=C(CC[C@@H](O2)C3=CC=C(C=C3)O)C=C1
CC(C)([C@@H]1CC2=C(O1)N(C3=CC=CC=C3C2=O)C)O
C[C@H]1CC[C@H](CC2=C(C(=O)C[C@H]12)C)C(=C)C
COC1=CC(=C2C(=C1)C=CC3=C2C(=O)C(=CC3=O)OC)O
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C(=C3)CO)O
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)CO)O
COC1=C(C(=C2C(=C1)C(=O)C3=CC=CC=C3C2=O)O)CO
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O
COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OC)O
COC1=C(C(=C2C(=C1)C=CC3=C2C=CC(=C3OC)O)OC)O
COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=C(C=C2)O)O)O
CC1=C2[C@H](OCC2=CC=C1)[C@@H]3CC(=O)OC3(C)C
CC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=CC=C2)O
C1CCN2[C@H](C1)[C@]34C[C@@H]2C=CC3=CC(=O)O4
C=C[C@H](/C=C/C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C
CC(C)C(=O)N[C@H]1CCCN1C(=O)/C=C/C2=CC=CC=C2
C[C@H]\1CCC(=O)C(=C)CC[C@@H](/C=C1)C(C)(C)O
C[C@@H]1CC(=O)C=C([C@]12CC[C@H](C2)C(=C)C)C
C1[C@@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)O
CC(C)([C@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O
CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C=C3O)OC)OC
COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=CC=C3)O
COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=CC=C2)O
C1=CC2=C3C(=C1)C4=CC(=C(C=C4C(=O)N3C=C2)O)O
COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
C1C=CC(=O)O[C@H]1[C@H]([C@H](C2=CC=CC=C2)O)O
C[C@@H]1COC2=C(C(=O)C(=O)C3=C2C1=C(C=C3C)O)C
CC1(CCCC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4CO)C
COC1=CC(=CC(=C1O)OC)C2(C(=CC(=O)C=C2OC)OC)OC
CC1([C@@H](CC2=C(O1)C(=O)C3=CC=CC=C3C2=O)O)C
CCCCCCCCC/C=C\CCCC/C=C/1\[C@@H](C(=C)OC1=O)O
COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CCCCCCC[C@@H]([C@@H](CC#CC#C[C@@H](C=C)O)O)O
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
CC1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3)O)O
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O
COC1=C(C=CC(=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O
COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=C(C=C2)O)OC)O
COC1=C(C(=C2C(=C1)C(=O)C3=C(C=CC=C3O2)O)OC)O
CC1([C@H](O1)CC2=C(C=C3C(=C2)C=CC(=O)O3)OC)C
C1=CC(=C(C=C1/C=C\C(=O)C2=C(C=C(C=C2)O)O)O)O
COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
C1C=CC(=O)O[C@H]1[C@H]2[C@@H](O2)C3=CC=CC=C3
C[C@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3
CCCCCCCCCCCCC/C=C\C(=O)N(CCCCN(C)C)CCCCN(C)C
CCCCCC/C=C\CCCCCCCC1=C(C(=CC(=C1)O)O)OC(=O)C
CC(=C)[C@@H]1CC[C@@]([C@@H](C1)C(=C)C)(C)C=C
COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O
CCCCCCC[C@@H]([C@H](CC#CC#C[C@@H](C=C)O)O)OC
CC1=CC(=O)C2=C(O1)C=C3C(=C(C=C(C3=C2O)O)OC)C
COC1=CC(=C2C(=O)C[C@@H](OC2=C1)C3=CC=CC=C3)O
COC1=C(C=C(C2=C1OC(=C(C2=O)O)C3=CC=CC=C3)O)O
CC(C)C(=O)N[C@@H]1CCCN1C(=O)/C=C\C2=CC=CC=C2
C1C[C@@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CC=CC=C3
C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
COC1=C(C(=O)N2C3=CC=CC=C3C4=C2C1=[NH+]C=C4)O
COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O
CC1=C[C@H]2[C@@H](CC[C@]([C@H]2CC1)(C)O)C(C)C
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
C1=CC(=CC=C1/C=C\C(=O)NC[C@@H]([C@H](CN)O)O)O
CCCCCCCCCCCCC[C@@H]1[C@H](C(=C)C(=O)O1)C(=O)O
CC1=CC(=C2C(=O)C=C(C(=O)C2=C1C(=O)C(Cl)Cl)C)O
C1[C@@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O
CC(=CCC1=C(C(=C2C(=C1)C=CC(=O)O2)CC=C(C)C)O)C
COC1=C(C(=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2)O)OC
COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC=CC=C42)OC
CC(C)C(=O)CC1=C(C2=C(C3=C(C=C2)OCO3)N=C1OC)OC
CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4CO
C1=CC(=C(C=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
CCCCCC1=CC(=C2C(=C1)OC(C3=C2C=C(C=C3)C)(C)C)O
CC(=O)C1=CC=C(C=C1)NC2=C3C=COC3=NC4=CC=CC=C42
COC1=CC(=CC(=C1)O)/C=C/C2=C(C(=C(C=C2)O)OC)OC
CC1=COC2=C1C(=O)[C@@H]([C@@](C2)(C)C=C)C(=C)C
COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)O)O
C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53
CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C
CC(=CCC/C(=C/COC1=C(C=C(C=C1OC)/C=C/CO)OC)/C)C
COC(=O)C1=C(C=C(OC1=O)/C=C/C2=CC(=C(C=C2)O)O)O
COC1=C(C2=C(C(=C1)O)C(=O)C3=C(O2)C=CC(=C3)O)OC
C[C@]12CCCC(=C)[C@@H]1C[C@@H](C(=O)C2)C(C)(C)O
C1[C@@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=C(C=C3)O)O
CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C2=O)C=C(C=C3O)O
CC(=CCC1=C(C=CC=C1O)C(=O)C2=C(C=C(C=C2O)OC)O)C
COC1=CC(=C2C(=C1)OC3=C(C(=C(C=C3C2=O)OC)O)OC)O
CC(=CCC1=CC2=C(C(=C1O)OC)OC3=CC=CC(=C3C2=O)O)C
COC1=CC(=O)C(=CC1=O)[C@H]2CC3=C(C=C(C=C3)O)OC2
COC1=CC2=C(C=C1)OC3=C(C(=C(C(=C3C2=O)O)OC)O)OC
CC(C)([C@@H](CC1=C(C=C2C(=C1)C=CC(=O)O2)OC)O)O
CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=CC=C2)OC)C)O
C1=CC=C(C=C1)[C@H]([C@H](/C=C\2/C=CC(=O)O2)O)O
C1C=CC(=O)O[C@H]1[C@@H]([C@@H](C2=CC=CC=C2)O)O
COC1=C(C2=C3[C@H](CC24C=CC(=O)C=C4)NCCC3=C1)OC
CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
COC1=CC2=C(C=C1)C3=C4C(=CC5=C3OCO5)C=CN=C4C2=O
C[C@H]1COC(=O)[C@H]2[C@@H]1C[C@@H]([C@@H]2CO)O
COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
COC1=CC(=CC2=C1/C(=C\C3=CC=C(C=C3)O)/C(=O)O2)O
CC1=CC(=O)/C(=C(\C)/NCCC2=CC=C(C=C2)O)/C(=O)O1
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
CN1C2=C(C=CC(=C2OC)O)C(=O)C3=C1C(=C(C=C3O)O)OC
CO[C@@H](C1=CC=CC=C1)[C@H]([C@H]2CC=CC(=O)O2)O
COC1=C2C(=C3C4=CC=CC=C4C(=O)C5=NC=CC1=C35)OCO2
CN1CCC2=CC(=C(C3=C2[C@H]1CC34C=CC(=O)C=C4)O)OC
CC1=C2C[C@H]3[C@@H](C[C@]2(C=CC1=O)C)OC(=O)C3=C
CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C
CC(=CCC/C(=C/COC1=C(C=C(C=C1OC)/C=C/C=O)OC)/C)C
COC1=C(C=C2C(=C1)C(=O)C3=C(O2)C=C(C(=C3O)OC)O)O
COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC
COC1=CC(=C2C(=O)C[C@@H](OC2=C1)C3=CC=C(C=C3)O)O
